document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
5405644ea8c11ee77277,CTSPLN20260039_Status_of_5G_spectrum_above_24_GHz_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Estado del espectro 5G por encima de 24 GHz en las Américas,"[""5G"", ""IMT"", ""Redes móviles"", ""Redes fijas""]","[""26 GHz"", ""28 GHz"", ""37 GHz"", ""66–71 GHz (66 GHz)"", ""45.5–47 GHz (47 GHz)"", ""47.2–48.2 GHz"", ""24 GHz"", ""39 GHz"", ""40 GHz"", ""3.5 GHz"", ""410 MHz"", ""900 MHz"", ""6 GHz"", ""mmWave""]","[""Colombia"", ""Argentina"", ""Brazil"", ""Canada"", ""Chile"", ""Costa Rica"", ""Dominican Republic"", ""Ecuador"", ""Mexico"", ""Paraguay"", ""Peru"", ""United States"", ""Americas (Region 2)"", ""Region 1"", ""Region 3""]","[""Cullen International"", ""WRC-19"", ""WRC-23"", ""Enacom"", ""ISED"", ""SUTEL"", ""Arcotel"", ""IFT"", ""Telecommunications Regulatory Commission (CRT)"", ""Digital Transformation and Telecommunications Agency (ATDT)"", ""Conatel"", ""Ministry of Communications (MTC)"", ""MinTIC"", ""ANE"", ""Claro"", ""Entel"", ""Wom"", ""Liberty""]","[""Reguladores"", ""Gobiernos"", ""Partes interesadas"", ""Operadores móviles""]","[""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, IMT, Redes móviles, Redes fijas; bandas: 26 GHz, 28 GHz, 37 GHz, 66–71 GHz (66 GHz).",10,Alta,3,13,"Este documento es de alta relevancia para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis detallado del estado del espectro 5G en bandas de alta frecuencia en la región de las Américas, incluyendo a Colombia y sus propuestas regulatorias (como la de redes privadas y el uso de la banda de 26 GHz). Ofrece un benchmark regional y menciona explícitamente a la ANE en relación con el desarrollo de propuestas técnicas. La información sobre la disponibilidad y asignación de espectro, las bandas de frecuencia clave y las tendencias regulatorias en otros países de la región es fundamental para la planificación estratégica y la toma de decisiones de la ANE respecto a la gestión del espectro y la implementación de 5G y futuras tecnologías."
8b4d1078d44cd3a491ff,CTSPLN20260040_TV_white_spaces.pdf,Cullen International,pdf,Armonización y gestión internacional,Gestión internacional del espectro,Uso de TV White Spaces para banda ancha,"[""TVWS"", ""Radio cognitiva"", ""Banda ancha inalámbrica"", ""Servicios de Internet"", ""Servicios fijos de voz y datos"", ""Modem-router"", ""CPE (Customer Premises Equipment)"", ""Sistema de televisión digital terrestre""]","[""54–72 MHz"", ""174–216 MHz"", ""470–608 MHz"", ""614–698 MHz"", ""512–608 MHz"", ""76–88 MHz"", ""657–663 MHz"", ""470–698 MHz"", ""470–488 MHz"", ""614–644 MHz"", ""644–698 MHz"", ""470–692 MHz"", ""VHF"", ""UHF"", ""600 MHz""]","[""Américas"", ""Brasil"", ""Canadá"", ""Colombia"", ""Ecuador"", ""Perú"", ""Estados Unidos"", ""México"", ""Argentina"", ""Chile"", ""Costa Rica"", ""República Dominicana"", ""Paraguay""]","[""Cullen International"", ""Anatel"", ""IFT"", ""Subtel"", ""Microsoft"", ""Compromiso País"", ""Inter American Development Bank (IADB)"", ""ANE"", ""Arcotel"", ""MTC"", ""FCC"", ""Telecommunications Regulatory Commission (CRT)"", ""Digital Transformation and Telecommunications Agency (ATDT)""]","[""Reguladores"", ""Operadores móviles"", ""Radiodifusores"", ""Usuarios finales"", ""Gobiernos nacionales"", ""Gobiernos locales"", ""Industria de telecomunicaciones"", ""Organismos internacionales""]","[""Asignación de espectro"", ""Tasas / fees"", ""Armonización internacional""]",Seguimiento,"Armonización y gestión internacional; tecnologías: TVWS, Radio cognitiva, Banda ancha inalámbrica, Servicios de Internet; bandas: 54–72 MHz, 174–216 MHz, 470–608 MHz, 614–698 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis comparativo de la regulación y el uso de TV White Spaces en las Américas, incluyendo la propia Resolución 105 de 2020 de la ANE. Ofrece información valiosa sobre la gestión del espectro, el uso eficiente de bandas de TV para banda ancha, la prevención de interferencias y las tendencias regulatorias en la región, aspectos clave para la formulación de políticas futuras de espectro y conectividad."
acd0ed05e2759593129d,CTSPLN20260041_Coverage_and_other_obligations_associated_to_spectrum_rights (1).pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Obligaciones de cobertura y otras condiciones en derechos de espectro,"[""4G"", ""5G"", ""2G"", ""3G"", ""Redes móviles"", ""Fibra óptica"", ""MVNO"", ""Compartición de infraestructura"", ""Roaming nacional""]","[""700 MHz"", ""2.6 GHz"", ""3.5 GHz"", ""450 MHz"", ""2.3 GHz"", ""26 GHz"", ""AWS-3 (1700–2100 MHz)"", ""600 MHz"", ""3.8 GHz""]","[""Brasil"", ""Canadá"", ""Argentina"", ""Perú"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Paraguay"", ""México"", ""Estados Unidos"", ""Chile"", ""Américas""]","[""Cullen International"", ""FCC"", ""Enacom"", ""Anatel"", ""Subtel"", ""Claro"", ""Movistar"", ""Personal"", ""Oi"", ""Tim"", ""Vivo"", ""Amazônia 5G"", ""Brisanet"", ""iez!"", ""Unifique"", ""Rogers"", ""TELUS"", ""Bell"", ""Vidéotron"", ""SaskTel"", ""Bragg"", ""TBayTe"", ""Freedom"", ""Entel"", ""Red Compartida"", ""REFEFO""]","[""Reguladores de telecomunicaciones"", ""Operadores móviles"", ""Operadores móviles virtuales (MVNOs)"", ""Industria satelital"", ""Gobierno"", ""Radiodifusores"", ""Fabricantes de equipos""]","[""Subasta"", ""Compartición de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 4G, 5G, 2G, 3G; bandas: 700 MHz, 2.6 GHz, 3.5 GHz, 450 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis comparativo de las obligaciones de cobertura y otras condiciones asociadas a las licencias de espectro en la región de las Américas. Ofrece ejemplos concretos de cómo diferentes países abordan la expansión de la conectividad (incluyendo 4G y 5G), la inclusión de zonas rurales, el acceso mayorista y la mitigación de interferencias. Esta información es crucial para informar la formulación de políticas y regulaciones de espectro en Colombia, permitiendo a la ANE aprender de las mejores prácticas y desafíos de otros reguladores."
01335e405be3acba75f4,CTSPLN20260041_Coverage_and_other_obligations_associated_to_spectrum_rights.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Obligaciones de cobertura y otras condiciones asociadas a los derechos de espectro,"[""4G"", ""5G"", ""3G"", ""2G"", ""Conectividad móvil"", ""Banda ancha fija y móvil"", ""LTE""]","[""700 MHz"", ""2.6 GHz"", ""3.5 GHz"", ""2.5 GHz"", ""450 MHz"", ""2.3 GHz"", ""26 GHz"", ""AWS-3 (1700-2100 MHz)"", ""2500 MHz"", ""600 MHz"", ""3.8 GHz""]","[""Brasil"", ""Canadá"", ""Argentina"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Perú"", ""Paraguay"", ""México"", ""Estados Unidos"", ""Chile""]","[""Cullen International"", ""Anatel"", ""Enacom"", ""FCC"", ""Subtel"", ""Claro"", ""Movistar"", ""Personal"", ""Oi"", ""Tim"", ""Vivo"", ""Amazônia 5G"", ""Brisanet"", ""iez!"", ""Unifique"", ""Rogers"", ""TELUS"", ""Bell"", ""Vidéotron"", ""SaskTel"", ""Bragg"", ""WIND"", ""TBayTe"", ""Freedom"", ""Entel"", ""REFEFO""]","[""Reguladores de espectro"", ""Operadores de redes móviles (MNOs)"", ""Operadores móviles virtuales (MVNOs)"", ""Nuevos operadores entrantes"", ""Canales de radiodifusión"", ""Gobierno federal"", ""Industria satelital""]","[""Subasta""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 4G, 5G, 3G, 2G; bandas: 700 MHz, 2.6 GHz, 3.5 GHz, 2.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un análisis comparativo detallado de las obligaciones de cobertura y otras condiciones asociadas a las licencias de espectro en la región de las Américas. Ofrece ejemplos concretos de cómo diferentes reguladores (Anatel, Enacom, FCC, Subtel) abordan la extensión de servicios (4G, 5G), la conectividad en zonas rurales, el acceso mayorista y la gestión de bandas de frecuencia clave. Esta información es crucial para la ANE al momento de diseñar políticas que promuevan el uso eficiente del espectro, la expansión de la conectividad y la introducción de nuevas tecnologías, considerando las mejores prácticas y lecciones aprendidas de otros países."
655c131217fa805923f4,CTSPLN20260042_Spectrum_trading (1).pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación y prácticas de trading de espectro radioeléctrico en América,"[""Conectividad móvil"", ""Servicios inalámbricos"", ""Acceso inalámbrico fijo (FWA)""]","[""3.5 GHz"", ""700 MHz"", ""1900 MHz"", ""AWS band"", ""2.5 GHz"", ""Todas las bandas de espectro""]","[""Brasil"", ""Chile"", ""Costa Rica"", ""República Dominicana"", ""Paraguay"", ""Estados Unidos"", ""Argentina"", ""Canadá"", ""Colombia"", ""Ecuador"", ""México"", ""Perú""]","[""Cullen International"", ""FCC"", ""Anatel"", ""CADE"", ""Ministerio de Industria (Canadá)"", ""Subtel"", ""Ministerio de TIC (Mintic)"", ""MICITT"", ""Indotel"", ""Arcotel"", ""SCPM"", ""CRT"", ""ATDT"", ""IFT"", ""Conatel"", ""MTC"", ""Enacom"", ""Ligga"", ""Copel"", ""Unifique"", ""Sercomtel"", ""Amazônia 5G consortium"", ""Winity"", ""Vivo (Telefónica)"", ""Blue Canada Wireless"", ""Bell Mobility"", ""Entel"", ""Claro (America Movil)"", ""Telcel"", ""Axtel"", ""OLO del Peru"", ""TVS Wireless""]","[""Reguladores de telecomunicaciones"", ""Operadores móviles"", ""Operadores regionales"", ""Autoridades de competencia"", ""Licenciatarios de espectro"", ""Industria de telecomunicaciones""]","[""Otro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Conectividad móvil, Servicios inalámbricos, Acceso inalámbrico fijo (FWA); bandas: 3.5 GHz, 700 MHz, 1900 MHz, AWS band.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona un benchmark detallado sobre el 'spectrum trading' en la región. Ofrece información crucial sobre enfoques regulatorios, condiciones de aprobación, bandas elegibles y ejemplos de transacciones. Esto es fundamental para la ANE en la formulación de políticas que promuevan la gestión flexible y eficiente del espectro, la competencia y la adaptación a las necesidades cambiantes de los operadores y las nuevas tecnologías, considerando las mejores prácticas y desafíos de otros países."
5a62107074d48514b31b,CTSPLN20260042_Spectrum_trading.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Comercialización y arrendamiento de espectro radioeléctrico (Spectrum Trading),"[""Redes móviles"", ""Acceso inalámbrico fijo (FWA)"", ""Wimax"", ""5G""]","[""3.5 GHz"", ""700 MHz"", ""1900 MHz"", ""2.5 GHz"", ""Banda AWS"", ""PCS-G""]","[""Brasil"", ""Chile"", ""Costa Rica"", ""República Dominicana"", ""Paraguay"", ""Estados Unidos"", ""Argentina"", ""Canadá"", ""Colombia"", ""Ecuador"", ""México"", ""Perú"", ""Norteamérica""]","[""Cullen International"", ""Anatel"", ""CADE"", ""FCC"", ""Subtel"", ""Mintic"", ""MICITT"", ""Indotel"", ""Arcotel"", ""SCPM"", ""Enacom"", ""Minister of Industry (Canadá)"", ""CRT"", ""ATDT"", ""IFT"", ""Conatel"", ""MTC"", ""Ligga"", ""Copel"", ""Unifique"", ""Sercomtel"", ""Amazônia 5G consortium"", ""Winity"", ""Vivo (Telefónica)"", ""Blue Canada Wireless"", ""Bell Mobility"", ""Entel"", ""Claro (America Movil)"", ""Telcel"", ""Axtel"", ""OLO del Peru"", ""TVS Wireless"", ""OECD""]","[""Reguladores de telecomunicaciones"", ""Autoridades de competencia"", ""Operadores móviles (MNOs)"", ""Operadores regionales"", ""Ministerios de TIC"", ""Consorcios"", ""Proveedores de servicios inalámbricos"", ""Organismos internacionales""]","[""Otro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Redes móviles, Acceso inalámbrico fijo (FWA), Wimax, 5G; bandas: 3.5 GHz, 700 MHz, 1900 MHz, 2.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que aborda directamente la gestión del espectro radioeléctrico y su uso eficiente. El ""spectrum trading"" ofrece flexibilidad y puede optimizar la asignación de recursos escasos. La ANE puede aprender de las experiencias y marcos regulatorios de otros países de la región, evaluando la implementación o mejora de mecanismos de mercado secundario de espectro en Colombia, considerando aspectos como la aprobación previa, los límites de espectro y el impacto en la competencia, lo cual es crucial para futuras tecnologías y bandas."
ab04a69b303df649d2e8,CTSPLN20260043_Regulation_of_spectrum_fees.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Regulación de tarifas del espectro radioeléctrico en las Américas,"[""Servicios móviles"", ""Redes IMT"", ""5G"", ""Inalámbricas""]","[""700 MHz"", ""AWS"", ""6 GHz"", ""2.5 GHz"", ""600 MHz"", ""3.5 GHz"", ""1.8 GHz"", ""2.1 GHz"", ""1900 MHz"", ""2.6 GHz"", ""10 GHz""]","[""Argentina"", ""Brasil"", ""Canadá"", ""Chile"", ""Colombia"", ""Costa Rica"", ""República Dominicana"", ""Ecuador"", ""México"", ""Paraguay"", ""Perú"", ""Estados Unidos""]","[""Cullen International"", ""NRA"", ""Enacom"", ""FISTEL"", ""Anatel"", ""ISED"", ""SUTEL"", ""Indotel"", ""Mintel"", ""ARCOTEL"", ""MTC"", ""FCC"", ""SeTyC"", ""Mintic""]","[""Administraciones nacionales"", ""Operadores móviles"", ""Reguladores"", ""Gobiernos"", ""Ministerios TIC"", ""Industria satelital""]","[""Asignación de espectro"", ""Renovación"", ""Tasas / fees""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Servicios móviles, Redes IMT, 5G, Inalámbricas; bandas: 700 MHz, AWS, 6 GHz, 2.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona un análisis comparativo detallado sobre la regulación de tarifas del espectro radioeléctrico en la región de las Américas. La información sobre la existencia, cálculo, destino y métodos de pago de las tarifas, así como las prácticas de intercambio de tarifas por compromisos de cobertura o inversión, es crucial para que la ANE evalúe y formule políticas eficientes y competitivas para la gestión del espectro en Colombia. Permite identificar mejores prácticas y tendencias regulatorias internacionales que pueden informar la toma de decisiones sobre la estructura de costos del espectro y su impacto en la inversión y expansión de servicios móviles."
77b0bdd09dcf2d823706,CTSPLN20260044_Upcoming_and_ongoing_spectrum_awards (1).pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Asignación de espectro y bandas IMT para 5G en las Américas,"[""5G"", ""IMT"", ""Redes móviles"", ""Conectividad inalámbrica""]","[""2.3 GHz"", ""3.5 GHz"", ""AWS-3 band"", ""28 GHz"", ""38 GHz"", ""2 GHz"", ""600 MHz"", ""3.3–3.4 GHz"", ""3.6–3.7 GHz"", ""3.7–3.8 GHz"", ""4800–4990 MHz"", ""6425–7125 MHz"", ""10.0–10.5 GHz"", ""24 GHz band"", ""614–698 MHz"", ""1427–1518 MHz"", ""6 GHz""]","[""Paraguay"", ""US"", ""Canada"", ""Argentina"", ""Dominican Republic"", ""Jamaica"", ""Chile"", ""Colombia"", ""Brazil"", ""Mexico"", ""Costa Rica"", ""Americas""]","[""Cullen International"", ""ISED"", ""WRC-23"", ""WRC-19"", ""WRC-15""]","[""Reguladores"", ""Organismos internacionales"", ""Operadores móviles"", ""Industria de telecomunicaciones""]","[""Subasta"", ""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, IMT, Redes móviles, Conectividad inalámbrica; bandas: 2.3 GHz, 3.5 GHz, AWS-3 band, 28 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un panorama actualizado de las subastas de espectro en curso y futuras en la región de las Américas, así como las identificaciones de bandas IMT por parte de las WRC. Esta información es crucial para la planificación estratégica del espectro, la identificación de bandas prioritarias para futuras asignaciones (incluyendo 5G), la armonización regional y la anticipación de tendencias regulatorias y tecnológicas que impactarán la gestión del espectro en Colombia."
98b47614c7e50c3847d5,CTSPLN20260044_Upcoming_and_ongoing_spectrum_awards.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Asignación y planificación de espectro para IMT y 5G,"[""5G"", ""IMT"", ""Redes móviles""]","[""2.3 GHz"", ""3.5 GHz"", ""AWS-3 band"", ""28 GHz"", ""38 GHz"", ""2 GHz"", ""3.3–3.4 GHz"", ""3.6–3.7 GHz"", ""3.7–3.8 GHz"", ""4800–4990 MHz"", ""6425–7125 MHz"", ""10.0–10.5 GHz"", ""24 GHz band"", ""614–698 MHz"", ""1427–1518 MHz"", ""6 GHz"", ""600 MHz"", ""Banda milimétrica""]","[""Paraguay"", ""US"", ""Canada"", ""Argentina"", ""Dominican Republic"", ""Jamaica"", ""Chile"", ""Colombia"", ""Brazil"", ""Mexico"", ""Costa Rica"", ""Americas"", ""Latin American countries""]","[""Cullen International"", ""ISED"", ""WRC-23"", ""WRC-19"", ""WRC-15""]","[""Reguladores"", ""Operadores móviles"", ""Organismos internacionales"", ""Gobiernos""]","[""Subasta"", ""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, IMT, Redes móviles; bandas: 2.3 GHz, 3.5 GHz, AWS-3 band, 28 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque proporciona un panorama actualizado de las subastas de espectro a nivel regional e internacional, así como las bandas de frecuencia identificadas por las Conferencias Mundiales de Radiocomunicaciones (WRC) para IMT y 5G. Esta información es fundamental para la planificación estratégica del espectro en Colombia, la armonización con tendencias globales y la preparación para futuras asignaciones y regulaciones de nuevas tecnologías. Permite a la ANE anticipar necesidades y oportunidades regulatorias."
404b134ef751e827b127,CTSPLN20260045_Spectrum_caps.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Límites de espectro (spectrum caps) y su aplicación regulatoria,"[""5G"", ""Servicios móviles"", ""Broadband Radio Service (BRS)""]","[""<1 GHz"", ""1-3 GHz"", ""6 GHz"", "">24 GHz"", ""700 MHz"", ""1800 MHz"", ""2.1 GHz"", ""2.3 GHz"", ""2.5 GHz"", ""3.5 GHz"", ""3.8 GHz"", ""600 MHz"", ""AWS (1700-2100 MHz)"", ""AWS-1 (1710-1755/2110-2155 MHz)"", ""800 MHz"", ""850 MHz"", ""PCS"", ""1.7 GHz"", ""1.9 GHz"", ""2.6 GHz"", ""28 GHz"", ""37 GHz"", ""39 GHz"", ""mmWave""]","[""Colombia"", ""Argentina"", ""Brazil"", ""Canada"", ""Chile"", ""Costa Rica"", ""Dominican Republic"", ""Ecuador"", ""Mexico"", ""Paraguay"", ""Peru"", ""United States""]","[""Cullen International"", ""Enacom"", ""Anatel"", ""FNE"", ""MinTIC"", ""ICE Kolbi"", ""Arcotel"", ""Mintel"", ""IFT"", ""COFETEL"", ""Conatel"", ""MTC"", ""FCC""]","[""Reguladores"", ""Operadores móviles"", ""Autoridades de competencia"", ""Organismos internacionales""]","[""Asignación de espectro"", ""Topes de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Servicios móviles, Broadband Radio Service (BRS); bandas: <1 GHz, 1-3 GHz, 6 GHz, >24 GHz.",10,Alta,3,13,"Este documento es de alta relevancia para la Agenda Regulatoria ANE 2027-2028 porque aborda directamente la gestión del espectro radioeléctrico a través de los límites de espectro (spectrum caps). La ANE, como entidad encargada de la vigilancia y planificación del espectro, necesita comprender las tendencias internacionales y las mejores prácticas regulatorias para asegurar una asignación eficiente y competitiva del espectro, especialmente en el contexto de la expansión de 5G y futuras tecnologías. La información sobre diferentes enfoques regulatorios y bandas de frecuencia es crucial para la formulación de políticas que promuevan la competencia y la conectividad en Colombia."
9efff7c86751709ab424,CTSPLN20260046_Overview_of_spectrum_bands.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Panorama global de bandas de espectro para 4G y 5G,"[""LTE"", ""5G"", ""Wi-Fi"", ""GSM"", ""UMTS"", ""Intelligent Transport Systems (ITS)"", ""DVB-T"", ""DAB radio"", ""Radio enlaces""]","[""450 MHz"", ""600 MHz"", ""700 MHz"", ""800 MHz"", ""SMR"", ""850 MHz"", ""900 MHz"", ""1500 MHz"", ""1800 MHz"", ""1900 MHz"", ""AWS band"", ""2.1 GHz"", ""2.3 GHz"", ""2.4 GHz"", ""2.6 GHz"", ""3.5 GHz"", ""4.4–5.0 GHz"", ""5 GHz"", ""5.9 GHz"", ""6 GHz"", "">24 GHz"", ""26 GHz"", ""40 GHz"", ""47.2–48.2 GHz"", ""HF"", ""VHF"", ""UHF"", ""L-band"", ""S-band"", ""C-band"", ""X-band"", ""banda Ku"", ""K-band"", ""banda Ka"", ""V-band"", ""W-band"", ""G-band"", ""E-band"", ""T-Band""]","[""Americas"", ""Europe"", ""United States"", ""Canada"", ""Asia"", ""Africa"", ""Oceania"", ""Brazil"", ""Chile"", ""EU""]","[""Cullen International"", ""3GPP"", ""IEEE"", ""Asia-Pacific Telecommunity (APT)""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes de equipos"", ""Organismos de estandarización"", ""Industria satelital"", ""Radiodifusores"", ""Industria del transporte inteligente""]","[""Subasta"", ""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: LTE, 5G, Wi-Fi, GSM; bandas: 450 MHz, 600 MHz, 700 MHz, 800 MHz.",10,Alta,3,13,"El documento es fundamental para la ANE ya que detalla el uso y la asignación de bandas de espectro clave para 4G y 5G a nivel global y regional. Proporciona información sobre tendencias de asignación, tecnologías emergentes (5G NR, Wi-Fi 6 GHz), y diferencias regulatorias entre continentes (Américas vs. Europa), lo cual es crucial para la planificación y formulación de la Agenda Regulatoria 2027-2028 en Colombia, permitiendo identificar oportunidades y desafíos en la gestión del espectro y la adopción de nuevas tecnologías."
d927ded54343fad929f9,CTSPLN20260047_Spectrum_for_industrial_5G_networks.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Espectro para redes 5G industriales y privadas,"[""5G"", ""Redes privadas"", ""Redes móviles"", ""Redes fijas"", ""Broadband"", ""CBRS (Citizens Broadband Radio Service)"", ""IoT""]","[""900 MHz"", ""410 MHz"", ""3.5 GHz"", ""26 GHz"", ""3.75-3.8 GHz"", ""28 GHz"", ""3.7 GHz"", ""3.9 GHz"", ""2.3-2.4 GHz"", ""410-415 MHz"", ""420-425 MHz"", ""806-809 MHz"", ""851-854 MHz"", ""2390-2400 MHz"", ""2485-2495 MHz"", ""27.5-27.9 GHz"", ""3900-3980 MHz"", ""27.5-28.35 GHz"", ""3.55-3.65 GHz"", ""896-901 MHz"", ""935-940 MHz""]","[""US"", ""Colombia"", ""Argentina"", ""Chile"", ""Brazil"", ""Canada"", ""Latin America"", ""Costa Rica"", ""Dominican Republic"", ""Ecuador"", ""Mexico"", ""Paraguay"", ""Peru""]","[""Cullen International"", ""Anatel"", ""Enacom"", ""ISED"", ""Subtel"", ""ANE"", ""FCC"", ""Amazon AWS"", ""Ericsson""]","[""Reguladores"", ""Industria (verticales)"", ""Operadores móviles"", ""Operadores de redes privadas"", ""Fabricantes"", ""Empresas de servicios públicos""]","[""Subasta"", ""Asignación de espectro"", ""Compartición de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 5G, Redes privadas, Redes móviles, Redes fijas; bandas: 900 MHz, 410 MHz, 3.5 GHz, 26 GHz.",10,Alta,3,13,"El documento proporciona un análisis comparativo actualizado (mayo 2026) sobre la gestión del espectro para redes 5G industriales y privadas en América Latina, Canadá y EE. UU. Incluye detalles sobre bandas de frecuencia, modelos de licenciamiento, y enfoques regulatorios para la gestión de interferencias y el uso compartido del espectro. Esta información es crucial para la ANE al formular su Agenda Regulatoria 2027-2028, ya que permite identificar tendencias, mejores prácticas y desafíos en la asignación de espectro para nuevos usos y tecnologías, especialmente en el contexto de la digitalización industrial y la expansión de 5G. La mención explícita de Colombia y la propuesta de ANE es directamente relevante."
7072ffe44a7ae1704d72,CTSPLN20260048_Spectrum_refarming.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Procesos de refarming y gestión del espectro radioeléctrico en América,"[""2G"", ""3G"", ""4G"", ""5G"", ""IMT (International Mobile Telecommunications)"", ""Servicios móviles"", ""Servicios satelitales"", ""Banda ancha inalámbrica"", ""Sistemas de radio troncalizado""]","[""600 MHz"", ""700 MHz"", ""6 GHz"", ""3.5 GHz"", ""3.3–3.4 GHz"", ""3.6–3.7 GHz"", ""3475–3650 MHz"", ""3625–3700 MHz"", ""900 MHz"", ""905–915 MHz"", ""950–960 MHz"", ""890–960 MHz"", ""902–940 MHz"", ""947–960 MHz"", ""2.6 GHz"", ""2.5 GHz"", ""3.8 GHz"", ""850 MHz"", ""SMR 806–824 MHz"", ""SMR 851–869 MHz"", ""2.3 GHz"", ""2300–2330 MHz"", ""3.7–4.2 GHz"", ""12–18 GHz"", ""410–4230 MHz""]","[""América"", ""Argentina"", ""Brasil"", ""Canadá"", ""Costa Rica"", ""México"", ""Perú"", ""Chile"", ""Colombia"", ""Ecuador"", ""Paraguay"", ""Estados Unidos"", ""República Dominicana""]","[""Cullen International"", ""Enacom"", ""Anatel"", ""ISED (Innovation, Science and Economic Development Canada)"", ""MICITT"", ""ICE"", ""Liberty"", ""RACSA"", ""IFT"", ""CRT (Telecommunications Regulatory Commission)"", ""ATDT (Digital Transformation and Telecommunications Agency)"", ""MTC"", ""Proinversion"", ""Bitel (Viettel group)"", ""SUTEL"", ""Nextel"", ""AT&T""]","[""Reguladores"", ""Operadores móviles"", ""Industria satelital"", ""Licenciatarios actuales"", ""Nuevos operadores"", ""Gobierno"", ""Entidades sin ánimo de lucro""]","[""Refarming"", ""Asignación de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 2G, 3G, 4G, 5G; bandas: 600 MHz, 700 MHz, 6 GHz, 3.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028, ya que proporciona una visión detallada de los mecanismos de refarming y gestión del espectro en la región, incluyendo casos específicos y enfoques regulatorios. Ofrece información crucial sobre cómo otros países abordan la transición a nuevas tecnologías (4G, 5G), la optimización del uso del espectro y la introducción de nuevos actores, lo cual es fundamental para la planificación estratégica de la ANE en la asignación y administración del espectro radioeléctrico en Colombia."
