codigo_proyecto,nombre_proyecto,id_actividad,linea_hoja_ruta,actividad,estado_relacion,justificacion
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",Cubre parcialmente,La automatización de procesos para la eficiencia puede requerir integración con sistemas existentes.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",No cubre,El proyecto se enfoca en la eficiencia de procedimientos y no en la implementación de un repositorio maestro.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,Cubre parcialmente,El modelado de datos para la eficiencia podría requerir o beneficiarse de un data warehouse.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",No cubre,"El proyecto se enfoca en la eficiencia de procedimientos, no en la creación de un comité de gobernanza."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",Cubre parcialmente,La eficiencia en procedimientos de radiodifusión podría implicar la definición de roles de datos para procesos críticos.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,No cubre,"El proyecto se enfoca en la eficiencia de procedimientos, no en la socialización de lineamientos de seguridad."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,Cubre parcialmente,La estandarización de plantillas y procesos podría contribuir a la eficiencia en los procedimientos de radiodifusión.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,"El proyecto busca eficiencia en procedimientos, no fortalecer controles de seguridad de accesos."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,No cubre,"El proyecto busca eficiencia en procedimientos, no formalizar políticas documentales en SharePoint."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,No cubre,"El proyecto se enfoca en la eficiencia de procedimientos específicos, no en un programa institucional de gobernanza de datos."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,No cubre,"El proyecto busca eficiencia en procedimientos, no establecer un catálogo de metadatos."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A15,Gobernanza de datos,Evaluar la posibilidad de interoperabilidad de la gestión documental con el Ministerio de TIC.,No cubre,"El proyecto busca eficiencia en procedimientos, no evaluar la interoperabilidad documental."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A16,Gobernanza de datos,Desplegar un sistema integral de ciberseguridad para datos y aplicaciones críticas.,No cubre,"El proyecto busca eficiencia en procedimientos de radiodifusión, no ciberseguridad."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A17,Analítica de datos,"Tablero de PQR: Consolidado con los aspectos más relevantes en el tratamiento de PQRs, tanto de solicitudes de espectro como de PQR generales",No cubre,"El proyecto busca eficiencia en procedimientos de radiodifusión, no en tableros de PQR."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A18,Analítica de datos,Dashboard en Power BI para indicadores IMT: Desarrollar un tablero de control integral para el seguimiento de indicadores económicos del sector de telecomunicaciones (HECAa).,No cubre,"El proyecto busca eficiencia en procedimientos de radiodifusión, no en indicadores IMT."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A19,Analítica de datos,Seguimiento de Tiempos SGP y Entidades Externas. aplica para de forma transversal entre las 4 coordinaciones.,Cubre,"El proyecto busca reducir los tiempos de ejecución de procedimientos de radiodifusión mediante herramientas de seguimiento, lo que se alinea con el seguimiento de tiempos SGP."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A20,Analítica de datos,Visualización de Contactos,No cubre,"El proyecto busca eficiencia en procedimientos de radiodifusión, no en visualización de contactos."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A21,Analítica de datos,Tablero Automatizado de Análisis Espectral: análisis de asignación espectral que centralice la información del SGE,No cubre,"El proyecto busca eficiencia en procedimientos de radiodifusión, no un tablero de análisis espectral."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A22,Analítica de datos,"Implementar analítica avanzada (IA, ML) aplicada a la gestión del espectro.",Cubre parcialmente,"El proyecto menciona modelado de datos y automatización para eficiencia, lo cual podría implicar analítica."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A23,Analítica de datos,Definir líneas de innovación en gestión del espectro con big data e IA.,No cubre,"El proyecto se enfoca en eficiencia operativa, no en definir líneas de innovación estratégicas."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A24,Optimización,Automatizar completamente la atención de solicitudes de espectro con trazabilidad en línea.,Cubre parcialmente,"El proyecto busca automatizar procedimientos de radiodifusión, lo cual podría incluir la atención de solicitudes."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A25,Optimización,"Automatizar procesos operativos críticos con Power Automate y Power Apps. Migrar procesos manuales (ej. carga de archivos F1/F3, seguimiento solicitudes, consultas CNABF/SGE) a flujos en Power Automate o scripts estandarizados.",Cubre parcialmente,"El proyecto busca automatizar procesos para eficiencia, lo cual se alinea con la automatización de procesos operativos."
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A26,Cultura organizacional en torno a la gestión de datos,Socialización y divulgación de acciones (a realizarse en 2024),No cubre,El proyecto se centra en la eficiencia de procedimientos y no en la socialización de acciones de gestión de datos.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A27,Cultura organizacional en torno a la gestión de datos,"Elaborar manuales de usuario y documentar rutinas críticas (Python, Power BI, procesos manuales).",Cubre parcialmente,La automatización de procesos y el modelado de datos podrían generar rutinas críticas que requerirán documentación.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A28,Cultura organizacional en torno a la gestión de datos,Realizar talleres de sensibilización en gestión de datos.,No cubre,El proyecto se enfoca en la eficiencia operativa y no en talleres de sensibilización en gestión de datos.
ED03,Implementar acciones para ser 20% más eficientes en la ejecución de los procedimientos de radiodifusión,A29,Cultura organizacional en torno a la gestión de datos,"Programa de capacitación continua en Microsoft 365 y gestión de datos: Esto incluye entre otros, Power BI, Power Automate, SharePoint.",Cubre parcialmente,La automatización de procesos y el modelado de datos podrían requerir capacitación en herramientas de gestión de datos.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A01,"Arquitectura, integración y almacenamiento de datos",Actualizar diagnóstico de la arquitectura de datos.,No cubre,El proyecto desarrolla una herramienta específica y no un diagnóstico de arquitectura de datos.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A02,"Arquitectura, integración y almacenamiento de datos",Documentar el inventario de fuentes de información.,No cubre,El proyecto automatiza un análisis técnico y no documenta fuentes de información.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A03,"Arquitectura, integración y almacenamiento de datos",Flujograma de la integración de datos,No cubre,El proyecto genera archivos para simulación y no un flujograma de integración de datos.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A04,"Arquitectura, integración y almacenamiento de datos","Establecer interoperabilidad progresiva: APIs, flujos de integración con HORUS, ICC Manager, SGE y si es posible técnicamente con HECAa.",No cubre,El proyecto desarrolla una herramienta de análisis y no aborda la interoperabilidad con los sistemas mencionados.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A05,"Arquitectura, integración y almacenamiento de datos","Implementar un repositorio maestro que integre CNABF, SGE, ICC Manager, HORUS).",No cubre,El proyecto desarrolla una herramienta de análisis y no implementa un repositorio maestro.
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A06,"Arquitectura, integración y almacenamiento de datos",Migrar hacia un data warehouse institucional (Azure/Microsoft 365).,No cubre,"El proyecto se enfoca en la automatización de análisis específicos, no en la migración a un data warehouse."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A07,Gobernanza de datos,"Crear el comité de la Estrategia de Gestión de datos (Dirección y áreas, incluyendo TI), que tendrá la responsabilidad de definir la política de gobernanza y calidad de datos y su ejecución.",No cubre,"El proyecto es una herramienta técnica, no sobre la creación de un comité de gobernanza."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A08,Gobernanza de datos,"Definir roles básicos (data owners y stewards) particularmente para los procesos más críticos, como, por ejemplo, el trámite de solicitudes de espectro.",No cubre,"El proyecto es una herramienta técnica, no sobre la definición de roles de datos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A09,Gobernanza de datos,Socializar lineamientos mínimos de seguridad y acceso.,No cubre,"El proyecto es una herramienta técnica, no sobre la socialización de lineamientos de seguridad."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A10,Gobernanza de datos,Estandarizar plantillas y procesos en Excel/SharePoint.,No cubre,"El proyecto se enfoca en la generación de archivos .csv, no en la estandarización de plantillas."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A11,Gobernanza de datos,Fortalecer controles unificados de seguridad y auditoría de accesos.,No cubre,"El proyecto es una herramienta de análisis técnico, no de seguridad de accesos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A12,Gobernanza de datos,Formalizar políticas de gestión documental con clasificación y versionamiento en SharePoint.,No cubre,"El proyecto es una herramienta de análisis técnico, no de gestión documental."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A13,Gobernanza de datos,Implementar programa institucional de gobernanza de datos.,No cubre,"El proyecto es una herramienta específica, no un programa institucional de gobernanza de datos."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A14,Gobernanza de datos,Establecer catálogo institucional de metadatos y glosario unificado.,Cubre parcialmente,"La validación de datos y clasificación de enlaces implica el uso de metadatos, pero no el establecimiento de un catálogo institucional."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A15,Gobernanza de datos,Evaluar la posibilidad de interoperabilidad de la gestión documental con el Ministerio de TIC.,No cubre,"El proyecto es una herramienta de análisis técnico, no de interoperabilidad documental."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A16,Gobernanza de datos,Desplegar un sistema integral de ciberseguridad para datos y aplicaciones críticas.,No cubre,"El proyecto desarrolla una herramienta de análisis de interferencias, no ciberseguridad."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A17,Analítica de datos,"Tablero de PQR: Consolidado con los aspectos más relevantes en el tratamiento de PQRs, tanto de solicitudes de espectro como de PQR generales",No cubre,"El proyecto desarrolla una herramienta de análisis de interferencias, no en tableros de PQR."
ED04,Fase 1. herramienta de análisis automático satelital vs. Fijo,A18,Analítica de datos,Dashboard en Power BI para indicadores IMT: Desarrollar un tablero de control integral para el seguimiento de indicadores económicos del sector de telecomunicaciones (HECAa).,No cubre,"El proyecto desarrolla una herramienta de análisis de interferencias, no en indicadores IMT."
